Player_name,Date_of_Birth,Position,Age,Place_of_Birth,Nation,Grip,Youth_Team,Height_cm,Height_ft,Weight_kg,Weight_lbs,Awards,Player_link
Dmitri Korobov,1989-03-12 00:00:00,D,34,"Novopolotsk, BLR",Belarus,L,Polimir Novopolotsk,189,"6'2""",110,243 lbs,"{""2006-2007"": [""U18 WJC (D1|A) Gold Medal""], ""2007-2008"": [""Belarus Best Young Player Award"", ""Belarus Champion"", ""Belarus Cup Winner"", ""U20 WJC (D1|B) Silver Medal""], ""2008-2009"": [""U20 WJC (D1|A) Silver Medal""], ""2010-2011"": [""World Championship Top 3 Player on Team""], ""2011-2012"": [""Belarus Bronze Medal""], ""2022-2023"": [""Belarus Champion""]}",https://www.eliteprospects.com/player/28547/dmitri-korobov
Dmitri Krasotkin,1971-08-28 00:00:00,D,51,"Rybinsk, RUS",Russia,L,Lokomotiv Yaroslavl,182,"6'0""",92,203 lbs,"{""1993-1994"": [""Izvestia Trophy Champion""], ""2001-2002"": [""RSL Champion""], ""2002-2003"": [""RSL Champion""]}",https://www.eliteprospects.com/player/19549/dmitri-krasotkin
Richard Lintner,1977-11-15 00:00:00,D,45,"Trencin, SVK",Slovakia,R,Dukla Trencin,191,"6'3""",97,214 lbs,"{""1994-1995"": [""U18 EJC (B) Gold Medal""], ""2001-2002"": [""Elitserien SM Silver Medal"", ""World Championship All-Star Team"", ""World Championship Gold Medal"", ""World Championship Most Goals by Defenseman  (4)"", ""World Championship Most Points by Defenseman  (8)""], ""2002-2003"": [""World Championship Bronze Medal""], ""2003-2004"": [""Elitserien Most Goals by Defenseman  (18)"", ""Elitserien Most Points by Defenseman  (31)""], ""2005-2006"": [""NLA Most Goals by Defenseman  (14)""], ""2009-2010"": [""Spengler Cup Winner  (Dinamo Minsk)""], ""2010-2011"": [""Liiga Highest ATOI  (29:36)""]}",https://www.eliteprospects.com/player/580/richard-lintner
Alexander Makritsky,1971-08-11 00:00:00,D,51,"Minsk, BLR",Belarus,L,Yunost Minsk,186,"6'1""",90,198 lbs,"{""1992-1993"": [""Belarus Champion"", ""Belarus Most Points By A Defenseman  (7)""], ""1993-1994"": [""Belarus Champion""], ""1994-1995"": [""Belarus Champion"", ""Belarus Most Points By A Defenseman  (13)""], ""2001-2002"": [""World Championship (D1|A) Gold Medal""], ""2003-2004"": [""World Championship (D1|A) Gold Medal""], ""2005-2006"": [""Belarus Cup Winner"", ""Belarus Silver Medal""], ""2006-2007"": [""Belarus Best Defenseman"", ""Belarus Champion"", ""Belarus Cup Winner"", ""World Championship Top 3 Player on Team""], ""2007-2008"": [""Belarus Best Defenseman"", ""Belarus Champion""], ""2010-2011"": [""Belarus Bronze Medal""]}",https://www.eliteprospects.com/player/18068/alexander-makritsky
Bryan Muir,1973-06-08 00:00:00,D,50,"Winnipeg, MB, CAN",Canada,L,-,193,"6'4""",93,205 lbs,"{""2000-2001"": [""NHL Stanley Cup Champion""], ""2003-2004"": [""AHL All-Star Game"", ""AHL First All-Star Team"", ""AHL Most Assists by Defenseman  (37)""]}",https://www.eliteprospects.com/player/4317/bryan-muir
Doug Nolan,1976-01-05 00:00:00,D,47,"Quincy, MA, USA",USA,L,-,187,"6'2""",95,209 lbs,"{""1998-1999"": [""NCAA (Hockey East) Best Defensive Forward""], ""2010-2011"": [""Slovenian Champion""]}",https://www.eliteprospects.com/player/14646/doug-nolan
Igor Shvedov,1987-03-06 00:00:00,D,36,"Novopolotsk, BLR",Belarus,L,-,187,"6'2""",82,181 lbs,"{""2004-2005"": [""U18 WJC (D1|A) Gold Medal""], ""2005-2006"": [""U20 WJC (D1|B) Gold Medal""], ""2006-2007"": [""U20 WJC Top 3 Player on Team""], ""2009-2010"": [""Belarus Silver Medal""], ""2012-2013"": [""Belarus Bronze Medal""], ""2014-2015"": [""Belarus Bronze Medal""], ""2015-2016"": [""Belarus Bronze Medal""], ""2016-2017"": [""Belarus Bronze Medal""], ""2017-2018"": [""Belarus Cup Winner""]}",https://www.eliteprospects.com/player/19807/igor-shvedov
Vadim Sushko,1986-04-27 00:00:00,D,37,"Novopolotsk, BLR",Belarus,L,-,180,"5'11""",91,201 lbs,"{""2007-2008"": [""Belarus Bronze Medal""], ""2009-2010"": [""Belarus Silver Medal""], ""2012-2013"": [""Belarus Bronze Medal""], ""2014-2015"": [""Belarus Champion""], ""2015-2016"": [""Belarus Silver Medal""], ""2017-2018"": [""Belarus Bronze Medal""], ""2018-2019"": [""Belarus Bronze Medal""], ""2020-2021"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/19806/vadim-sushko
Igor Ulanov,1969-10-01 00:00:00,D,53,"Krasnokamsk, RUS",Russia,L,Molot Perm,186,"6'1""",92,203 lbs,{},https://www.eliteprospects.com/player/8843/igor-ulanov
Viktor Andrushchenko,1986-05-10 00:00:00,F,37,"Kyiv, UKR","Ukraine
    
            / 
            Belarus",L,-,174,"5'9""",85,187 lbs,"{""2002-2003"": [""U20 WJC (D1|A) Gold Medal""], ""2004-2005"": [""Belarus Bronze Medal""], ""2009-2010"": [""Belarus Silver Medal""], ""2012-2013"": [""Belarus Bronze Medal""], ""2013-2014"": [""Belarus Champion""], ""2014-2015"": [""Belarus Best Forward"", ""Belarus Champion""], ""2015-2016"": [""Belarus Silver Medal""], ""2017-2018"": [""Belarus Bronze Medal""], ""2018-2019"": [""Belarus Bronze Medal""]}",https://www.eliteprospects.com/player/19757/viktor-andrushchenko
Maxim Balmochnykh,1979-03-07 00:00:00,RW,44,"Lipetsk, RUS",Russia,L,HK Lipetsk,185,"6'1""",98,216 lbs,"{""1997-1998"": [""U20 WJC All-Star Team"", ""U20 WJC Most Assists  (6)"", ""U20 WJC Silver Medal""], ""1998-1999"": [""U20 WJC All-Star Team"", ""U20 WJC Gold Medal""], ""2006-2007"": [""Belarus Champion""], ""2007-2008"": [""Belarus Bronze Medal""], ""2009-2010"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/9593/maxim-balmochnykh
Yaroslav Chupris,1981-09-12 00:00:00,LW,41,"Minsk, BLR",Belarus,L,-,179,"5'10""",91,201 lbs,"{""1999-2000"": [""U20 WJC (B) Gold Medal""], ""2000-2001"": [""Belarus Silver Medal""], ""2001-2002"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2002-2003"": [""Belarus Silver Medal""], ""2003-2004"": [""Belarus Silver Medal"", ""EEHL Most Goals  (18)""], ""2004-2005"": [""Belarus Most Goals  (25)"", ""Belarus Most Points  (57)"", ""Belarus Silver Medal""], ""2007-2008"": [""Belarus Champion""], ""2009-2010"": [""Belarus Silver Medal"", ""Spengler Cup Winner  (Dinamo Minsk)""], ""2010-2011"": [""Belarus Champion"", ""Continental Cup Champion""], ""2012-2013"": [""Belarus Bronze Medal""], ""2014-2015"": [""Belarus Champion""], ""2015-2016"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/18074/yaroslav-chupris
Ben Clymer,1978-04-11 00:00:00,RW/D,45,"Minneapolis, MN, USA",USA,R,-,183,"6'0""",90,198 lbs,"{""1996-1997"": [""NCAA (WCHA) All-Rookie Team"", ""U20 WJC Silver Medal""], ""2003-2004"": [""NHL Stanley Cup Champion""], ""2008-2009"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/8788/ben-clymer
Sergei Demagin,1986-07-19 00:00:00,LW,36,"Togliatti, RUS","Belarus
    
            / 
            Russia",L,Lada Togliatti,183,"6'0""",88,194 lbs,"{""2005-2006"": [""Belarus Cup Winner"", ""Belarus Vysshaya Most Assists"", ""Belarus Vysshaya Most Points"", ""U20 WJC (D1|B) Gold Medal""], ""2006-2007"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2007-2008"": [""Belarus Bronze Medal""]}",https://www.eliteprospects.com/player/18072/sergei-demagin
Sergei Drozd,1990-04-14 00:00:00,C/W,33,"Minsk, BLR",Belarus,L,-,182,"6'0""",82,181 lbs,"{""2007-2008"": [""U18 WJC Best Face-Off Percentage  (64.06%)"", ""U18 WJC Top 3 Player on Team""], ""2008-2009"": [""U20 WJC (D1|A) Most Goals  (7)"", ""U20 WJC (D1|A) Silver Medal""], ""2009-2010"": [""U20 WJC (D1|B) Silver Medal""], ""2013-2014"": [""Nadezhda Cup Most Goals  (6)""], ""2018-2019"": [""Belarus Champion""], ""2019-2020"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2020-2021"": [""Belarus Champion""]}",https://www.eliteprospects.com/player/17659/sergei-drozd
Dmitri Dudik,1977-11-02 00:00:00,RW,45,"Minsk, BLR",Belarus,R,-,184,"6'0""",91,201 lbs,"{""1992-1993"": [""Belarus Champion""], ""1993-1994"": [""Belarus Champion""], ""2001-2002"": [""EEHL All-Star Team""], ""2002-2003"": [""Belarus Silver Medal""], ""2003-2004"": [""Belarus Most Goals  (26)"", ""Belarus Most Points  (52)"", ""Belarus Silver Medal"", ""World Championship (D1|A) Gold Medal""], ""2004-2005"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2005-2006"": [""Belarus Silver Medal"", ""World Championship Top 3 Player on Team""], ""2006-2007"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2007-2008"": [""Belarus Bronze Medal""], ""2009-2010"": [""Belarus Champion""], ""2010-2011"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/18071/dmitri-dudik
Jeff Giuliano,1979-06-20 00:00:00,LW,43,"Nashua, NH, USA",USA,L,-,175,"5'9""",93,205 lbs,"{""1998-1999"": [""NCAA (Hockey East) All-Academic Team"", ""NCAA (Hockey East) Champion""], ""2000-2001"": [""NCAA (Championship) Winner"", ""NCAA (Hockey East) All-Academic Team"", ""NCAA (Hockey East) Champion"", ""NCAA (Hockey East) Regular Season Champion""], ""2001-2002"": [""NCAA (Hockey East) All-Academic Team""]}",https://www.eliteprospects.com/player/12590/jeff-giuliano
Hannes Hyvönen,1975-08-29 00:00:00,RW,47,"Oulu, FIN",Finland,R,Eka-Kiekko,187,"6'2""",92,203 lbs,"{""1994-1995"": [""SM-liiga Champion""], ""1995-1996"": [""SM-liiga Silver Medal""], ""1996-1997"": [""European Hockey League (EHL) Champion"", ""SM-liiga Silver Medal""], ""1997-1998"": [""European Super Cup Champion""], ""1999-2000"": [""SM-liiga Most Penalized Player  (189)""], ""2002-2003"": [""Elitserien SM Silver Medal""], ""2003-2004"": [""Elitserien SM Silver Medal""], ""2004-2005"": [""SM-liiga All-Star Team"", ""SM-liiga Player of the Month  (December)""], ""2006-2007"": [""SM-liiga Champion""], ""2007-2008"": [""SM-liiga Champion"", ""SM-liiga Playoffs Most Assists  (13)"", ""SM-liiga Playoffs Most Points  (21)"", ""World Championship Bronze Medal""], ""2009-2010"": [""KHL Gagarin Cup Champion"", ""Spengler Cup Winner  (Dinamo Minsk)""]}",https://www.eliteprospects.com/player/2093/hannes-hyvonen
Sergei Kukushkin,1985-07-24 00:00:00,LW,37,"Minsk, BLR",Belarus,L,Yunost Minsk,190,"6'3""",88,194 lbs,"{""2003-2004"": [""Belarus Champion"", ""U20 WJC (D1|B) Gold Medal""], ""2010-2011"": [""Belarus Bronze Medal""], ""2011-2012"": [""Belarus Silver Medal""], ""2012-2013"": [""Belarus Champion""], ""2013-2014"": [""Belarus Champion""]}",https://www.eliteprospects.com/player/12248/sergei-kukushkin
Alexander Kulakov,1983-05-15 00:00:00,C/RW,40,"Minsk, BLR",Belarus,L,Yunost Minsk,182,"6'0""",89,196 lbs,"{""2000-2001"": [""U18 WJC (D1) Gold Medal""], ""2001-2002"": [""Belarus Champion""], ""2005-2006"": [""Belarus Cup Winner"", ""Belarus Silver Medal""], ""2006-2007"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2007-2008"": [""Belarus Bronze Medal""], ""2009-2010"": [""Belarus Silver Medal"", ""Spengler Cup Winner  (Dinamo Minsk)""], ""2017-2018"": [""Belarus Bronze Medal""], ""2018-2019"": [""Belarus Champion""], ""2019-2020"": [""Belarus Champion"", ""Belarus Cup Winner""]}",https://www.eliteprospects.com/player/18069/alexander-kulakov
Yevgeni Kurilin,1979-01-03 00:00:00,C,44,"Minsk, BLR",Belarus,R,-,180,"5'11""",78,172 lbs,"{""2000-2001"": [""Belarus Champion""], ""2002-2003"": [""Belarus Champion""], ""2003-2004"": [""Belarus Bronze Medal"", ""Belarus Cup Winner""], ""2006-2007"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2007-2008"": [""Belarus Bronze Medal""], ""2008-2009"": [""Belarus Champion""], ""2009-2010"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2010-2011"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2013-2014"": [""Ukraine Champion""]}",https://www.eliteprospects.com/player/18070/yevgeni-kurilin
Mike Maneluk,1973-10-01 00:00:00,LW,49,"Winnipeg, MB, CAN",Canada,R,Winnipeg Hawks MHA,183,"6'0""",87,192 lbs,"{""1994-1995"": [""World Championship Bronze Medal""], ""1997-1998"": [""AHL Calder Cup Champion"", ""AHL Player of the Week  (Mar. 29)"", ""AHL Playoffs MVP (Jack A Butterfield Trophy)""], ""1999-2000"": [""AHL First All-Star Team"", ""AHL Most Goals (Willie Marshall Award)  (47)"", ""AHL Player of the Week  (Dec. 19)""], ""2002-2003"": [""NLA Champion  (Lugano)"", ""NLA Most Goals Playoffs  (10)""], ""2003-2004"": [""NL Media All-Star Team  (Lugano)"", ""NLA Most Goals  (30)"", ""NLA Most Goals Playoffs  (10)"", ""Spengler Cup Winner  (Team Canada)""]}",https://www.eliteprospects.com/player/10645/mike-maneluk
Vladimir Mikhailov,1989-01-04 00:00:00,F,34,"Grodno, BLR",Belarus,R,Neman Grodno,183,"6'0""",85,187 lbs,"{""2006-2007"": [""U18 WJC (D1|A) Gold Medal""], ""2007-2008"": [""Belarus Cup Winner"", ""U20 WJC (D1|B) Silver Medal""], ""2008-2009"": [""U20 WJC (D1|A) Silver Medal""], ""2009-2010"": [""Belarus Silver Medal""], ""2012-2013"": [""Belarus Champion""], ""2013-2014"": [""Belarus Champion""], ""2014-2015"": [""Belarus Cup Winner"", ""Continental Cup Champion""]}",https://www.eliteprospects.com/player/9290/vladimir-mikhailov
Andrei Mikhalyov,1978-02-23 00:00:00,C/LW,45,"Minsk, BLR",Belarus,L,-,182,"6'0""",91,201 lbs,"{""1998-1999"": [""Belarus Most Points  (19)"", ""Belarus Silver Medal""], ""2001-2002"": [""Belarus Cup Winner""], ""2002-2003"": [""Belarus Silver Medal""], ""2003-2004"": [""Belarus Silver Medal"", ""Continental Cup Best Forward""], ""2004-2005"": [""Belarus Silver Medal""], ""2006-2007"": [""Belarus Best Defensive Forward"", ""Belarus Silver Medal""], ""2007-2008"": [""Belarus Champion""], ""2009-2010"": [""Spengler Cup Winner  (Dinamo Minsk)""], ""2014-2015"": [""Belarus Champion""]}",https://www.eliteprospects.com/player/18073/andrei-mikhalyov
Justin Morrison,1979-08-10 00:00:00,RW,43,"Los Angeles, CA, USA",USA,R,Omaha,191,"6'3""",100,220 lbs,"{""2002-2003"": [""ECHL Player of the Week  (10/21-10/27)""], ""2006-2007"": [""Elitserien Champion""], ""2008-2009"": [""NLA Champion  (Davos)""], ""2010-2011"": [""SM-liiga Bronze Medal""]}",https://www.eliteprospects.com/player/9455/justin-morrison
Geoff Platt,1985-07-10 00:00:00,W/C,37,"Toronto, ON, CAN","Belarus
    
            / 
            Canada",L,-,176,"5'9""",82,181 lbs,"{""2002-2003"": [""U18 WJC Gold Medal"", ""U18 WJC Most Goals by Defenseman  (3)""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Forward of the Month  (January)"", ""Spengler Cup Winner  (Dinamo Minsk)""], ""2010-2011"": [""KHL Most Game-Winning Goals  (7)""], ""2011-2012"": [""KHL All-Star Game  (Selected, did not play)""], ""2013-2014"": [""KHL All-Star Game""], ""2015-2016"": [""World Championship Top 3 Player on Team""], ""2017-2018"": [""World Championship Top 3 Player on Team""], ""2018-2019"": [""Belarus Player of the Year"", ""World Championship (D1A) All-Star Team"", ""World Championship (D1A) Best Forward"", ""World Championship (D1A) Most Points  (7)"", ""World Championship (D1A) Silver Medal"", ""World Championship (D1A) Top Player on Team""], ""2022-2023"": [""Champions Hockey League Champion"", ""Liiga Champion""]}",https://www.eliteprospects.com/player/9469/geoff-platt
Pavel Razvadovsky,1989-08-07 00:00:00,LW,33,"Minsk, BLR",Belarus,R,-,179,"5'10""",80,176 lbs,"{""2006-2007"": [""U18 WJC (D1|A) Gold Medal""], ""2007-2008"": [""Belarus Silver Medal"", ""U20 WJC (D1|B) Silver Medal""], ""2008-2009"": [""Belarus Best Young Player Award"", ""U20 WJC (D1|A) Silver Medal""], ""2009-2010"": [""Belarus Silver Medal"", ""Spengler Cup Winner  (Dinamo Minsk)""], ""2013-2014"": [""Belarus Cup Winner"", ""Belarus Silver Medal""], ""2015-2016"": [""Belarus Best Forward"", ""Belarus Champion"", ""Belarus Cup Winner""], ""2016-2017"": [""Belarus Silver Medal""], ""2017-2018"": [""Belarus Silver Medal"", ""Continental Cup Champion"", ""World Championship Top 3 Player on Team""], ""2018-2019"": [""Belarus Champion""], ""2022-2023"": [""Belarus Bronze Medal""]}",https://www.eliteprospects.com/player/16756/pavel-razvadovsky
Georgi Ryazantsev,1986-02-18 00:00:00,RW,37,"Lipetsk, RUS","Belarus
    
            / 
            Russia",L,-,183,"6'0""",100,220 lbs,"{""2004-2005"": [""Belarus Silver Medal""], ""2006-2007"": [""Belarus Silver Medal""], ""2007-2008"": [""Belarus Champion""], ""2008-2009"": [""Belarus Cup Winner""], ""2009-2010"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/24176/georgi-ryazantsev
Kaspars Saulietis,1987-06-12 00:00:00,RW/LW,36,"Riga, LAT",Latvia,R,-,185,"6'1""",92,203 lbs,"{""2004-2005"": [""U18 WJC (D1|B) Silver Medal"", ""U20 WJC (D1|B) Gold Medal""], ""2005-2006"": [""Belarus Bronze Medal""], ""2006-2007"": [""U20 WJC (D1|A) Silver Medal""], ""2009-2010"": [""Spengler Cup Winner  (Dinamo Minsk)""], ""2011-2012"": [""Belarus Silver Medal""], ""2018-2019"": [""Latvia Finals MVP"", ""Latvia Playoffs Most Goals  (8)"", ""Latvian Champion""]}",https://www.eliteprospects.com/player/11344/kaspars-saulietis
Andrei Stas,1988-10-18 00:00:00,C,34,"Minsk, BLR","Belarus
    
            / 
            Russia",L,-,189,"6'2""",94,207 lbs,"{""2004-2005"": [""U18 WJC (D1|A) Gold Medal""], ""2007-2008"": [""Belarus Silver Medal"", ""U20 WJC (D1|B) Silver Medal""], ""2009-2010"": [""Spengler Cup Winner  (Dinamo Minsk)""], ""2015-2016"": [""Belarus Player of the Year"", ""World Championship Top 3 Player on Team""], ""2020-2021"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/20190/andrei-stas
Alexei Strakhov,1975-10-16 00:00:00,RW,47,"Kharkov, UKR","Belarus
    
            / 
            Ukraine",R,Dynamo Kharkov,176,"5'9""",79,174 lbs,"{""1993-1994"": [""Belarus Bronze Medal""], ""1994-1995"": [""Belarus Silver Medal""], ""1995-1996"": [""Belarus Champion"", ""EEHL Most Goals  (34)""], ""1996-1997"": [""Belarus Champion""], ""2002-2003"": [""Belarus Champion""], ""2003-2004"": [""Belarus Bronze Medal"", ""Belarus Cup Winner"", ""World Championship (D1|A) Gold Medal""], ""2004-2005"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2006-2007"": [""Belarus Silver Medal""], ""2007-2008"": [""Belarus Champion""], ""2008-2009"": [""Belarus Cup Winner""], ""2009-2010"": [""Belarus Silver Medal""], ""2011-2012"": [""Ukraine Champion""]}",https://www.eliteprospects.com/player/24178/alexei-strakhov
Jeff Ulmer,1977-04-27 00:00:00,C/W,46,"Regina, SK, CAN",Canada,R,-,180,"5'11""",91,201 lbs,"{""1996-1997"": [""NCAA (Championship) Winner"", ""NCAA (WCHA) Champion""], ""2009-2010"": [""DEL Most Points  (74)""], ""2012-2013"": [""NLB Champion  (Lausanne)"", ""NLB To NLA Promotion  (Lausanne)""], ""2016-2017"": [""Denmark Bronze Medal Winner""]}",https://www.eliteprospects.com/player/3733/jeff-ulmer
Sergei Zadelyonov,1976-02-27 00:00:00,C,47,"Glazov, RUS",Belarus,L,Khimik Novopolotsk,178,"5'10""",89,196 lbs,"{""1993-1994"": [""Belarus Bronze Medal""], ""1994-1995"": [""Belarus Silver Medal""], ""1996-1997"": [""Belarus Champion""], ""1997-1998"": [""Belarus Most Goals  (12)"", ""Belarus Most Points  (17)"", ""Belarus Silver Medal""], ""2001-2002"": [""World Championship (D1|A) Gold Medal""], ""2002-2003"": [""Belarus Champion""], ""2003-2004"": [""Belarus Bronze Medal"", ""Belarus Cup Winner"", ""World Championship (D1|A) Gold Medal""], ""2004-2005"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2005-2006"": [""Belarus Silver Medal"", ""World Championship Top 3 Player on Team""], ""2007-2008"": [""Belarus Cup Winner"", ""World Championship Top 3 Player on Team""], ""2009-2010"": [""Spengler Cup Winner  (Dinamo Minsk)""], ""2010-2011"": [""Belarus Champion"", ""Belarus Cup Winner"", ""Continental Cup Champion""], ""2013-2014"": [""Belarus Cup Winner"", ""Belarus Silver Medal""], ""2015-2016"": [""Belarus Silver Medal""], ""2018-2019"": [""Emirates Hockey League Champion""]}",https://www.eliteprospects.com/player/18077/sergei-zadelyonov
Alexander Zhidkikh,1984-01-07 00:00:00,F,39,"Novopolotsk, BLR",Belarus,L,Khimik Novopolotsk,176,"5'9""",76,168 lbs,"{""2003-2004"": [""U20 WJC (D1|B) Gold Medal""], ""2006-2007"": [""Belarus Silver Medal""], ""2007-2008"": [""Belarus Champion""], ""2008-2009"": [""Belarus Cup Winner""], ""2009-2010"": [""Belarus Bronze Medal""], ""2011-2012"": [""Belarus Bronze Medal"", ""Belarus Most Assists  (40)"", ""Belarus Most Points  (59)""], ""2012-2013"": [""Belarus Cup winner""], ""2013-2014"": [""Belarus Bronze Medal""], ""2014-2015"": [""Belarus Bronze Medal""], ""2015-2016"": [""Belarus Bronze Medal""], ""2016-2017"": [""Belarus Champion"", ""Belarus Cup Winner""], ""2017-2018"": [""Belarus Champion""], ""2018-2019"": [""Belarus Champion""], ""2019-2020"": [""Belarus Silver Medal""], ""2020-2021"": [""Belarus Bronze Medal""], ""2022-2023"": [""Belarus Bronze Medal""]}",https://www.eliteprospects.com/player/22083/alexander-zhidkikh
Sergei Denisov,1990-05-12 00:00:00,G,33,"Moskva, RUS",Russia,L,Rus Moskva,183,"6'0""",75,165 lbs,{},https://www.eliteprospects.com/player/30517/sergei-denisov
Andrei Khaikin,1988-02-26 00:00:00,G,35,-,Russia,L,Vityaz Podolsk,187,"6'2""",78,172 lbs,{},https://www.eliteprospects.com/player/195114/andrei-khaikin
Dimitri Pätzold,1983-02-03 00:00:00,G,40,"Ust-Kamenogorsk, KAZ","Germany
    
            / 
            Kazakhstan",L,Torpedo Ust-Kamenogorsk,183,"6'0""",87,192 lbs,"{""2000-2001"": [""U20 WJC (D1) Best GAA  (1.50)"", ""U20 WJC (D1) Best SVS%  (.933)"", ""U20 WJC (D1) Silver Medal""], ""2001-2002"": [""U20 WJC (D1) Best GAA  (1.00)"", ""U20 WJC (D1) Best SVS%  (.955)"", ""U20 WJC (D1) Gold Medal""], ""2008-2009"": [""World Championship Top 3 Player on Team""]}",https://www.eliteprospects.com/player/10980/dimitri-patzold
Boris Tortunov,1973-08-14 00:00:00,G,49,"Chelyabinsk, RUS",Russia,L,Signal Chelyabinsk,180,"5'11""",82,181 lbs,"{""1998-1999"": [""European Hockey League (EHL) Playoffs Best GAA  (1.61)"", ""European Hockey League (EHL) Playoffs Best SVS%  (.931)""]}",https://www.eliteprospects.com/player/20529/boris-tortunov
Alexei Volkov,1980-03-15 00:00:00,G,43,"Yekaterinburg, RUS",Russia,L,Spartakovets Yekaterinburg,191,"6'3""",94,207 lbs,"{""1997-1998"": [""U18 EJC Bronze Medal""], ""1998-1999"": [""QMJHL All-Rookie Team"", ""QMJHL Best SVS%  (.916)"", ""QMJHL Defensive Rookie of the Year (Raymond Lagac\u00e9 Trophy)"", ""U20 WJC Gold Medal""], ""1999-2000"": [""U20 WJC Silver Medal""], ""2011-2012"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/11995/alexei-volkov
Bryan Berard,1977-03-05 00:00:00,D,46,"Woonsocket, RI, USA",USA,L,-,188,"6'2""",100,220 lbs,"{""1994-1995"": [""CHL All-Rookie Team"", ""CHL First All-Star Team"", ""CHL Rookie of the Year"", ""CHL Top Draft Prospect Award"", ""OHL Champion"", ""OHL First All-Rookie Team"", ""OHL First All-Star Team"", ""OHL Most Outstanding Defenseman (Max Kaminsky Trophy)"", ""OHL Rookie of the Year (Emms Family Award)""], ""1995-1996"": [""CHL Defenseman of the Year"", ""CHL First All-Star Team"", ""OHL First All-Star Team"", ""OHL Most Assists by Defenseman  (58)"", ""OHL Most Goals by Defenseman  (31)"", ""OHL Most Outstanding Defenseman (Max Kaminsky Trophy)"", ""OHL Most Points by Defenseman  (89)""], ""1996-1997"": [""NHL All-Rookie Team"", ""NHL Rookie of the Year (Calder Trophy)"", ""NHL Rookie of the Year (Calder Trophy) Finalist""], ""2003-2004"": [""NHL Sportsmanship Award (Bill Masterton Trophy)""]}",https://www.eliteprospects.com/player/9078/bryan-berard
Artyom Bezrukov,1982-08-01 00:00:00,D,40,"Izhevsk, RUS",Russia,L,Metallurg Magnitogorsk,184,"6'0""",93,205 lbs,"{""2010-2011"": [""VHL Champion""], ""2011-2012"": [""VHL Defenseman of the Month  (January)""]}",https://www.eliteprospects.com/player/20196/artyom-bezrukov
Alexei Grishin,1988-09-28 00:00:00,D,34,"Chekhov, RUS",Russia,L,Vityaz Chekhov,193,"6'4""",93,205 lbs,{},https://www.eliteprospects.com/player/20551/alexei-grishin
Andrei Kolesnikov,1989-02-26 00:00:00,D,34,"Barnaul, RUS",Russia,L,Motor Barnaul,178,"5'10""",90,198 lbs,"{""2008-2009"": [""KHL Rookie of the Month  (October)""], ""2013-2014"": [""VHL Defenseman of the Month  (February)""]}",https://www.eliteprospects.com/player/15173/andrei-kolesnikov
Alexei Litvinenko,1980-03-07 00:00:00,D,43,"Ust-Kamenogorsk, KAZ","Kazakhstan
    
            / 
            Russia",L,Torpedo Ust-Kamenogorsk,195,"6'5""",101,223 lbs,"{""1999-2000"": [""World Championship (B) Silver Medal""], ""2000-2001"": [""World Championship (D1|B) Bronze Medal""], ""2005-2006"": [""World Championship Top 3 Player on Team""], ""2006-2007"": [""RSL Champion""], ""2010-2011"": [""Asian Winter Games Gold Medal""], ""2014-2015"": [""World Championship (D1A) Gold Medal""]}",https://www.eliteprospects.com/player/18537/alexei-litvinenko
Dmitri Loptev,1984-09-05 00:00:00,D,38,"Kirovo-Chepetsk, RUS",Russia,R,Olimpiya Kirovo-Chepetsk,187,"6'2""",98,216 lbs,{},https://www.eliteprospects.com/player/19727/dmitri-loptev
Alexander S. Makarov,1989-09-28 00:00:00,D,33,"Moskva, RUS",Russia,L,Spartak Moskva,189,"6'2""",95,209 lbs,"{""2009-2010"": [""MHL All-Star Game""]}",https://www.eliteprospects.com/player/32963/alexander-s.-makarov
Dmitri Megalinsky,1985-04-15 00:00:00,D,38,"Perm, RUS",Russia,L,Molot Perm,191,"6'3""",108,238 lbs,"{""2004-2005"": [""U20 WJC Silver Medal""]}",https://www.eliteprospects.com/player/15679/dmitri-megalinsky
Alexander Novikov,1988-06-05 00:00:00,D,35,"Moskva, RUS",Russia,-,Dynamo Moskva,186,"6'1""",76,168 lbs,{},https://www.eliteprospects.com/player/169212/alexander-novikov
