Player_name,Date_of_Birth,Position,Age,Place_of_Birth,Nation,Grip,Youth_Team,Height_cm,Height_ft,Weight_kg,Weight_lbs,Awards,Player_link
Kirill Barzman,1993-07-14 00:00:00,G,29,"Angarsk, RUS",Russia,L,Yermak Angarsk,178,"5'10""",80,176 lbs,{},https://www.eliteprospects.com/player/213803/kirill-barzman
Ivan Bocharov,1995-05-18 00:00:00,G,28,"Moskva, RUS",Russia,L,Maryino Moskva,186,"6'1""",76,168 lbs,"{""2013-2014"": [""MHL All-Star Game"", ""MHL Best Goaltender"", ""MHL Goaltender of the Month  (December)""], ""2014-2015"": [""MHL All-Star Game"", ""MHL Best GAA  (1.84)"", ""MHL Best SVS%  (.939)""], ""2016-2017"": [""VHL Best Rookie"", ""VHL Champion"", ""VHL Playoffs Best SVS%  (.951)"", ""VHL Playoffs MVP""], ""2019-2020"": [""KHL All-Star Game"", ""KHL Goaltender of the Week  (Jan. 6)""], ""2022-2023"": [""KHL Goaltender of the Month  (October)""]}",https://www.eliteprospects.com/player/213804/ivan-bocharov
Gleb Koryagin,1994-08-06 00:00:00,D,28,"Moskva, RUS",Russia,L,Dynamo Moskva,186,"6'1""",89,196 lbs,{},https://www.eliteprospects.com/player/190488/gleb-koryagin
Dmitri Boichuk,1995-06-07 00:00:00,F,28,"Moskva, RUS",Russia,L,-,180,"5'11""",85,187 lbs,{},https://www.eliteprospects.com/player/195589/dmitri-boichuk
Igor Ustinsky,1994-06-14 00:00:00,G,28,"Tyumen, RUS",Russia,L,Gazovik Tyumen,180,"5'11""",79,174 lbs,"{""2010-2011"": [""EYOF Gold Medal""], ""2012-2013"": [""Jr Super Series Champion"", ""U20 WJC Bronze Medal""], ""2013-2014"": [""U20 WJC Bronze Medal""], ""2015-2016"": [""KHL Rookie of the Month  (January)"", ""KHL Rookie of the Week  (Jan. 17)"", ""KHL Rookie of the Week  (Jan. 24)"", ""Spengler Cup All-Star Team""]}",https://www.eliteprospects.com/player/123060/igor-ustinsky
Alexei Bereglazov,1994-04-20 00:00:00,D,29,"Magnitogorsk, RUS",Russia,L,Metallurg Magnitogorsk,193,"6'4""",95,209 lbs,"{""2013-2014"": [""U20 WJC Bronze Medal""], ""2014-2015"": [""KHL Rookie of the Week  (Sep. 7)""], ""2015-2016"": [""KHL Gagarin Cup Champion""], ""2017-2018"": [""KHL All-Star Game""], ""2020-2021"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/156154/alexei-bereglazov
Chris Lee,1980-10-03 00:00:00,D,42,"MacTier, ON, CAN",Canada,L,South Muskoka MHA,181,"5'11""",84,185 lbs,"{""2001-2002"": [""NCAA III (SUNYAC) Second Team All-Conference""], ""2002-2003"": [""NCAA III (SUNYAC) First Team All-Conference""], ""2003-2004"": [""NCAA III (SUNYAC) First Team All-Conference"", ""NCAA III (SUNYAC) Player of the Year""], ""2011-2012"": [""DEL Defenseman of the Year"", ""DEL Most Assists by Defenseman  (32)"", ""DEL Most Points by Defenseman  (45)""], ""2012-2013"": [""European Trophy Best Defenseman"", ""Elitserien Most Assists by Defenseman  (29)"", ""Elitserien Most Points by Defenseman  (41)"", ""Elitserien Most Points by Defenseman Playoffs  (12)"", ""Elitserien Most Points Playoffs  (12)""], ""2013-2014"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (September)"", ""KHL Gagarin Cup Champion""], ""2014-2015"": [""KHL All-Star Game"", ""KHL Defenseman of the Week  (Feb. 1)"", ""KHL Most Assists by Defenseman  (37)""], ""2015-2016"": [""KHL Defenseman of the Week  (Gagarin Cup Finals)"", ""KHL First All-Star Team"", ""KHL Gagarin Cup Champion"", ""KHL Gagarin Cup Clinching Goal"", ""KHL Playoffs Most Assists by Defenseman  (10)"", ""KHL Playoffs Most Points by Defenseman  (13)""], ""2016-2017"": [""KHL All-Star Game"", ""KHL Best Defenseman"", ""KHL Defenseman of the Month  (October)"", ""KHL Defenseman of the Week  (Feb. 5)"", ""KHL Defenseman of the Week  (Jan. 15)"", ""KHL Most Assists  (51)"", ""KHL Most Assists by Defenseman  (51)"", ""KHL Most Goals by Defenseman  (14)"", ""KHL Most Points by Defenseman  (65)"", ""KHL Most Points by Foreigner  (65)"", ""KHL Playoffs Best Plus/Minus  (+16)"", ""KHL Playoffs Most Assists  (20)"", ""KHL Playoffs Most Assists by Defenseman  (20)"", ""KHL Playoffs Most Points by Defenseman  (21)"", ""World Championship Silver Medal""], ""2017-2018"": [""KHL All-Star Game  (Selected, did not play)"", ""Olympic Bronze Medal""]}",https://www.eliteprospects.com/player/14002/chris-lee
Tim Brent,1984-03-10 00:00:00,C,39,"Cambridge, ON, CAN",Canada,R,Cambridge Hawks,183,"6'0""",85,187 lbs,"{""1999-2000"": [""MWJHL Champion""], ""2003-2004"": [""U20 WJC Silver Medal""], ""2013-2014"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/9508/tim-brent
Vladislav Kamenev,1996-08-12 00:00:00,C,26,"Orsk, RUS",Russia,L,Yuzhny Ural Orsk,189,"6'2""",84,185 lbs,"{""2012-2013"": [""U17 WHC Silver Medal""], ""2013-2014"": [""World Junior A Challenge Silver Medal""], ""2014-2015"": [""KHL Rookie of the Month  (September)"", ""U20 WJC Silver Medal""], ""2015-2016"": [""AHL All-Star Game"", ""U20 WJC Most Penalized Player  (32)"", ""U20 WJC Silver Medal"", ""U20 WJC Top 3 Player on Team""], ""2021-2022"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/216659/vladislav-kamenev
Jan Kovar,1990-03-20 00:00:00,C,33,"Pisek, CZE",Czechia,R,IHC Pisek,182,"6'0""",94,207 lbs,"{""2006-2007"": [""Czechia U18 Most Goals  (40)"", ""Czechia U18 Most Points  (79)"", ""Czechia U18 Most Power Play Goals  (15)""], ""2007-2008"": [""Czechia U20 Best Plus/Minus  (+36)"", ""U18 WJC (D1|A) Gold Medal""], ""2009-2010"": [""Czech Extraliga Most Points by Junior  (13)"", ""Czechia2 Champion""], ""2010-2011"": [""Czechia2 Champion""], ""2011-2012"": [""Czech Extraliga Bronze Medal"", ""Czechia2 Champion"", ""Czechia2 to Czechia Promotion  (KLH Chomutov)""], ""2012-2013"": [""Czech Extraliga Champion"", ""Czech Extraliga Player of the Year"", ""Czech Extraliga Playoffs Best Plus/Minus  (+12)"", ""Czech Extraliga Playoffs Most Assists  (15)"", ""Czech Extraliga Playoffs Most Goals  (11)"", ""Czech Extraliga Playoffs Most Points  (26)"", ""Czech Extraliga Playoffs MVP""], ""2013-2014"": [""KHL All-Star Game"", ""KHL Best Plus/Minus  (46)"", ""KHL Gagarin Cup Champion"", ""KHL Most Assists  (45)"", ""KHL Most Points by Foreigner  (68)""], ""2014-2015"": [""KHL Forward of the Week  (Dec. 14)"", ""KHL Most Points by Foreigner  (68)""], ""2015-2016"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Assists  (15)""], ""2016-2017"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Forward of the Week  (Oct. 2)"", ""KHL Iron Man Award"", ""KHL Playoffs Most Points  (25)""], ""2018-2019"": [""Czech Extraliga Best Face-Off Percentage  (61.96%)""], ""2020-2021"": [""NL Champion  (Zug)"", ""NL Media All-Star Team  (Zug)"", ""NL Media Best Forward"", ""NL Media Most Valuable Player"", ""NL Most Assists  (47)"", ""NL Most Assists Playoffs  (14)"", ""NL Most Points  (63)"", ""NL Most Points Playoffs  (15)"", ""NL Most Valuable Player"", ""NL Most Valuable Player Playoffs""], ""2021-2022"": [""NL Champion  (Zug)"", ""NL Most Assists Playoffs  (16)"", ""NL Most Penalized Player  (94)"", ""NL Most Points Playoffs  (21)"", ""NL Most Valuable Player Playoffs""]}",https://www.eliteprospects.com/player/18083/jan-kovar
Francis Paré,1987-06-30 00:00:00,C/W,35,"Lemoyne, QC, CAN","Canada
    
            / 
            Belarus",R,AHM Saint-Lambert,178,"5'10""",86,190 lbs,"{""2003-2004"": [""U17 WHC Bronze Medal""], ""2007-2008"": [""CHL Second All-Star Team"", ""QMJHL Best Plus/Minus  (+41)"", ""QMJHL First All-Star Team"", ""QMJHL Most Goals  (54)"", ""QMJHL Most Valuable Player (Michel Bri\u00e8re Trophy)""], ""2008-2009"": [""AHL Player of the Week  (Dec. 21)""], ""2009-2010"": [""AHL Player of the Week  (Dec. 13)""], ""2012-2013"": [""AHL Calder Cup Champion"", ""AHL Midwest Division Champion"", ""AHL Western Conference Champion""], ""2013-2014"": [""KHL Gagarin Cup Champion""], ""2014-2015"": [""KHL Forward of the Week  (Jan. 11)""], ""2016-2017"": [""KHL All-Star Game"", ""Spengler Cup Winner  (Team Canada)""], ""2020-2021"": [""Belarus Cup Winner""], ""2022-2023"": [""LNAH Champion""]}",https://www.eliteprospects.com/player/12135/francis-pare
Sergei Korobov,1996-03-12 00:00:00,G,27,"Murmansk, RUS",Russia,L,Neva St. Petersburg,191,"6'3""",96,212 lbs,"{""2011-2012"": [""YOG Silver Medal""], ""2013-2014"": [""World Junior A Challenge Silver Medal""], ""2022-2023"": [""Turkey Bronze Medal""]}",https://www.eliteprospects.com/player/168676/sergei-korobov
Ivan Nalimov,1994-03-12 00:00:00,G,29,"Novokuznetsk, RUS",Russia,L,Metallurg Novokuznetsk,194,"6'4""",95,209 lbs,"{""2012-2013"": [""MHL Best SVS%  (.931)""], ""2013-2014"": [""U20 WJC Bronze Medal""], ""2014-2015"": [""KHL Rookie of the Month  (October)"", ""KHL Rookie of the Week  (Oct. 19)"", ""KHL Rookie of the Week  (Nov. 2)"", ""KHL Rookie of the Week  (Dec. 14)""], ""2015-2016"": [""KHL Goaltender of the Week  (Oct. 4)""]}",https://www.eliteprospects.com/player/123057/ivan-nalimov
Alexander Salák,1987-01-05 00:00:00,G,36,"Strakonice, CZE",Czechia,L,HC Strakonice,190,"6'3""",88,194 lbs,"{""2005-2006"": [""Czechia U20 Best GAA  (1.70)"", ""Czechia U20 Best SVS%  (.942)""], ""2009-2010"": [""AHL All-Star Game"", ""AHL Player of the Week  (Oct. 25)"", ""AHL Rookie of the Month  (October)""], ""2010-2011"": [""Elitserien Champion"", ""SHL Most Shutouts  (9)""], ""2012-2013"": [""Elitserien Best GAA  (1.61)"", ""Elitserien Best SVS%  (.939)""], ""2013-2014"": [""KHL Goaltender of the Month  (November)"", ""World Championship Top 3 Player on Team""], ""2014-2015"": [""KHL All-Star Game""], ""2015-2016"": [""KHL All-Star Game"", ""KHL Goaltender of the Month  (October)"", ""KHL Goaltender of the Week  (Nov. 1)""]}",https://www.eliteprospects.com/player/11137/alexander-salak
Denis Alexandrov,1995-01-17 00:00:00,D,28,"Zarechye, RUS",Russia,L,Krylia Sovetov Moskva,183,"6'0""",87,192 lbs,"{""2011-2012"": [""U17 WHC Gold Medal""], ""2017-2018"": [""VHL Defenseman of the Month  (October)""]}",https://www.eliteprospects.com/player/165013/denis-alexandrov
Mikhail Tikhonov,1995-09-15 00:00:00,D,27,"Moskva, RUS",Russia,L,Rus Moskva,177,"5'10""",91,201 lbs,"{""2014-2015"": [""Jr Super Series Champion""], ""2018-2019"": [""Universiade Gold Medal""], ""2019-2020"": [""VHL Defenseman of the Month  (November)""]}",https://www.eliteprospects.com/player/108644/mikhail-tikhonov
Dmitri Yudin,1995-07-31 00:00:00,D,27,"Nizhny Tagil, RUS",Russia,L,Sputnik Nizhny Tagil,183,"6'0""",90,198 lbs,"{""2014-2015"": [""Jr Super Series Champion"", ""KHL Gagarin Cup Champion"", ""U20 WJC Silver Medal""]}",https://www.eliteprospects.com/player/186589/dmitri-yudin
Alexander Barabanov,1994-06-17 00:00:00,LW/RW,28,"St. Petersburg, RUS",Russia,L,SKA-Petergof St. Petersburg,179,"5'10""",88,194 lbs,"{""2011-2012"": [""U18 WJC Top 3 Player on Team""], ""2012-2013"": [""MHL All-Star Game"", ""MHL Most Goals  (39)""], ""2013-2014"": [""U20 WJC Bronze Medal""], ""2014-2015"": [""KHL Gagarin Cup Champion"", ""KHL Rookie of the Week  (Dec. 28)""], ""2016-2017"": [""KHL Forward of the Week  (Sep. 25)"", ""KHL Gagarin Cup Champion"", ""World Championship Bronze Medal""], ""2017-2018"": [""Olympic Gold Medal""], ""2018-2019"": [""KHL All-Star Game  (Selected, did not play)"", ""KHL Forward of the Week  (Feb. 25)"", ""World Championship Bronze Medal""]}",https://www.eliteprospects.com/player/87913/alexander-barabanov
Svyatoslav Grebenshchikov,1994-06-01 00:00:00,RW,29,"St. Petersburg, RUS",Russia,L,SKA St. Petersburg,183,"6'0""",88,194 lbs,"{""2016-2017"": [""VHL Forward of the Month  (September)""], ""2019-2020"": [""KHL Forward of the Week  (Feb. 28)""]}",https://www.eliteprospects.com/player/160625/svyatoslav-grebenshchikov
Timur Bilyalov,1995-03-28 00:00:00,G,28,"Kazan, RUS",Russia,L,Ak Bars Kazan,179,"5'10""",79,174 lbs,"{""2012-2013"": [""MHL B Best GAA  (1.52)"", ""MHL B Best Goaltender"", ""MHL B Best SVS%  (.943)""], ""2013-2014"": [""MHL Best SVS%  (.945)"", ""VHL Goaltender of the Month  (January)""], ""2015-2016"": [""VHL Best Goaltender"", ""VHL Champion"", ""VHL Playoffs Best GAA  (1.28)"", ""VHL Playoffs Best SVS%  (.959)"", ""VHL Playoffs MVP""], ""2016-2017"": [""Universiade Gold Medal"", ""VHL Goaltender of the Month  (November)"", ""VHL Most Shutouts  (6)""], ""2019-2020"": [""KHL All-Star Game"", ""KHL Best Goaltender"", ""KHL Goaltender of the Month  (November)"", ""KHL Goaltender of the Week  (Nov. 5)"", ""KHL Goaltender of the Week  (Nov. 18)""], ""2021-2022"": [""Olympic Silver Medal""], ""2022-2023"": [""KHL Goaltender of the Month  (January)"", ""KHL Goaltender of the Week  (Jan. 9)""]}",https://www.eliteprospects.com/player/228950/timur-bilyalov
Yevgeni Yaroslavlev,1994-04-06 00:00:00,G,29,"Kazan, RUS",Russia,L,Ak Bars Kazan,182,"6'0""",80,176 lbs,"{""2011-2012"": [""MHL B Goaltender of the Month  (January)""], ""2013-2014"": [""MHL Goaltender of the Month  (February)"", ""MHL Playoffs Best GAA  (1.48)""], ""2021-2022"": [""VHL Goaltender of the Month  (February)"", ""VHL Playoffs Best SVS%  (.941)""]}",https://www.eliteprospects.com/player/159023/yevgeni-yaroslavlev
Shaun Heshka,1985-07-30 00:00:00,D,37,"Melville, SK, CAN",Canada,R,Melville MHA,186,"6'1""",95,209 lbs,"{""2005-2006"": [""WHL (West) First All-Star Team"", ""WHL Most Assists by Defenseman  (49)""], ""2010-2011"": [""EBEL Champion""], ""2012-2013"": [""SM-liiga All-Star Team"", ""SM-liiga Best Defenseman (Pekka Rautakallio Award)"", ""SM-liiga Champion"", ""SM-liiga Playoffs Best Plus/Minus  (+9)""], ""2013-2014"": [""KHL All-Star Game""], ""2016-2017"": [""Spengler Cup Winner  (Team Canada)""], ""2017-2018"": [""Liiga Champion"", ""Liiga Playoffs Most Points by Defenseman  (9)""], ""2018-2019"": [""Liiga Silver Medal""]}",https://www.eliteprospects.com/player/8606/shaun-heshka
Yevgeni Svechnikov,1996-10-31 00:00:00,RW/LW,26,"Yuzhno-Sakhalinsk, RUS",Russia,L,Motor Barnaul,190,"6'3""",94,207 lbs,"{""2011-2012"": [""Russia U16 Champion"", ""YOG Silver Medal""], ""2012-2013"": [""EYOF Silver Medal"", ""U17 WHC Silver Medal""], ""2013-2014"": [""U18 WJC Top 3 Player on Team"", ""World Junior A Challenge Silver Medal""], ""2014-2015"": [""CHL Top Prospects Game"", ""Jr Super Series Champion"", ""QMJHL All-Rookie Team""], ""2015-2016"": [""U20 WJC Silver Medal""], ""2016-2017"": [""AHL Calder Cup Champion""]}",https://www.eliteprospects.com/player/168679/yevgeni-svechnikov
Tomas Vincour,1990-11-19 00:00:00,RW/C,32,"Brno, CZE",Czechia,R,HC Kometa Brno,191,"6'3""",100,220 lbs,"{""2007-2008"": [""U18 WJC (D1|A) Best Forward"", ""U18 WJC (D1|A) Best Plus/Minus  (+11)"", ""U18 WJC (D1|A) Gold Medal"", ""U18 WJC (D1|A) Most Assists  (11)"", ""U18 WJC (D1|A) Most Points  (13)""], ""2016-2017"": [""Czech Extraliga Champion""], ""2017-2018"": [""Czech Extraliga Champion""]}",https://www.eliteprospects.com/player/12565/tomas-vincour
Atte Engren,1988-02-19 00:00:00,G,35,"Rauma, FIN",Finland,L,Lukko,185,"6'1""",84,185 lbs,"{""2002-2003"": [""U16 Pohjola Camp Roster  (Lukko)""], ""2005-2006"": [""U18 WJC Silver Medal""], ""2007-2008"": [""Finland2 (Mestis) Silver Medal""], ""2008-2009"": [""U20 SM-liiga Silver Medal""], ""2009-2010"": [""SM-liiga All-Star Team"", ""SM-liiga Best Goaltender (Urpo Yl\u00f6nen Award)"", ""SM-liiga Champion""], ""2017-2018"": [""Liiga Bronze Medal""]}",https://www.eliteprospects.com/player/8046/atte-engren
Jan Lukas,1993-06-02 00:00:00,G,30,"Olomouc, CZE",Czechia,L,HC Olomouc,183,"6'0""",77,170 lbs,"{""2010-2011"": [""Czechia U18 Best SVS%  (.926)"", ""Czechia U18 Most Wins  (27)""], ""2017-2018"": [""Slovakian Extraliga Best GAA  (1.93)"", ""Slovakian Extraliga Champion""]}",https://www.eliteprospects.com/player/123104/jan-lukas
Marc-André Gragnani,1987-03-11 00:00:00,D,36,"L'Île-Bizard, QC, CAN",Canada,L,Dauphins Deux Rives,187,"6'2""",91,201 lbs,"{""2004-2005"": [""U18 WJC Silver Medal""], ""2010-2011"": [""AHL Best Defenseman (Eddie Shore Award)"", ""AHL First All-Star Team"", ""AHL Most Assists by Defenseman  (48)"", ""AHL Most Points by Defenseman  (60)""], ""2014-2015"": [""NL Media All-Star Team  (Bern)"", ""NLA Most Points by Defenseman  (37)"", ""Swiss Cup Winner  (Bern)""], ""2017-2018"": [""KHL All-Star Game"", ""KHL Most Assists by Defenseman  (29)"", ""Olympic Bronze Medal""], ""2018-2019"": [""KHL All-Star Game  (Selected, did not play)""]}",https://www.eliteprospects.com/player/9356/marc-andre-gragnani
Spencer Humphries,1992-04-30 00:00:00,D,31,"Delta, BC, CAN",Canada,R,-,188,"6'2""",99,218 lbs,"{""2016-2017"": [""Norway Most Goals by Defenseman  (14)"", ""Norwegian Champion""], ""2019-2020"": [""DEL2 Most Goals by Defenseman  (13)""], ""2021-2022"": [""Norway Most Goals by Defenseman  (12)"", ""TV2 - Player of the month  (Sept)""]}",https://www.eliteprospects.com/player/37265/spencer-humphries
Ryan O'Byrne,1984-07-19 00:00:00,D,38,"Victoria, BC, CAN",Canada,R,-,196,"6'5""",106,234 lbs,"{""2004-2005"": [""NCAA (ECAC) Champion""], ""2005-2006"": [""NCAA (ECAC) All-Tournament Team"", ""NCAA (ECAC) Third All-Star Team""], ""2006-2007"": [""AHL Calder Cup Champion""], ""2007-2008"": [""AHL All-Star Game""], ""2013-2014"": [""KHL Playoffs Most Penalized Player  (60 min)""]}",https://www.eliteprospects.com/player/11722/ryan-o-byrne
Justin Azevedo,1988-04-01 00:00:00,C,35,"West Lorne, ON, CAN","Canada
    
            / 
            Portugal",R,Elgin Middlesex MHA,173,"5'8""",79,174 lbs,"{""2003-2004"": [""WOHL Rookie of the Year""], ""2004-2005"": [""OHL First All-Rookie Team""], ""2005-2006"": [""U18 WJC All-Star Team""], ""2007-2008"": [""CHL First All-Star Team"", ""CHL Memorial Cup All-Star Team"", ""CHL Memorial Cup Most Points (Ed Chynoweth Award)  (11)"", ""CHL Player of the Year"", ""CHL Top Scorer Award  (124)"", ""OHL Champion"", ""OHL First All-Star Team"", ""OHL Most Assists  (81)"", ""OHL Most Outstanding Player (Red Tilson Trophy)"", ""OHL Most Points (Eddie Powers Trophy)  (124)"", ""OHL Playoffs Most Assists  (26)"", ""OHL Playoffs Most Points  (36)"", ""OHL Playoffs MVP (Wayne Gretzky 99 Award)""], ""2011-2012"": [""AHL Player of the Week  (Mar. 25)""], ""2012-2013"": [""SM-liiga All-Star Team"", ""SM-liiga Most Assists by Rookie  (38)"", ""SM-liiga Most Points by Rookie  (58)"", ""Liiga Most Shorthanded Goals  (3)"", ""SM-liiga Playoffs Most Goals  (10)"", ""SM-liiga Playoffs Most Points  (18)""], ""2013-2014"": [""KHL First All-Star Team""], ""2014-2015"": [""KHL All-Star Game""], ""2015-2016"": [""KHL Forward of the Week  (Sep. 20)""], ""2017-2018"": [""KHL First All-Star Team"", ""KHL Forward of the Month  (March)"", ""KHL Forward of the Month  (April)"", ""KHL Forward of the Week  (Gagarin Cup 1st round)"", ""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Assists  (15)"", ""KHL Playoffs Most Game-Winning Goals  (5)"", ""KHL Playoffs Most Points  (24)"", ""KHL Playoffs MVP""]}",https://www.eliteprospects.com/player/9347/justin-azevedo
